Kennzeichen,Beispiel
DAB,Serverfarm
DAB,"In der Informatik ist ein Server ein Computerprogramm oder ein Gerät, welches Funktionalitäten, Dienstprogramme, Daten oder andere Ressourcen bereitstellt, damit andere Geräte oder Programme darauf. Farm steht für: Farm, einen landwirtschaftlichen Betrieb, siehe Bauernhof#Farm Farm, einen landwirtschaftlichen Betrieb in Namibia, siehe Farmen in Namibia Serverfarm, Gruppe von Server-Hosts Farmatyr, auch. "
DAB,Serverraum
DAB,"In der Informatik ist ein Server ein Computerprogramm oder ein Gerät, welches Funktionalitäten, Dienstprogramme, Daten oder andere Ressourcen bereitstellt, damit andere Geräte oder Programme darauf. Raum steht für: Zimmer, ein zum Nutzen verwendeter, umschlossener Teil eines Gebäudes Universum, Weltraum, nicht fest eingegrenzte physikalische Ausdehnung Volumen, eine in Länge, Breite, Höhe. "
DAB,Schaltraum
DAB,"Als Schaltraum wird ein Raum bezeichnet, in dem elektrotechnische Einrichtungen, Schaltanlagen oder Schutzsysteme untergebracht sind. "
DAC,Installationsraum für mechanische Geräte
DAC,Mechanischer Installationsraum
DAC,Aufzug
DAC,"Aufzug steht für: Fahrstuhl oder Lift, siehe Aufzugsanlage Abschnitt bei Bühnenwerken, siehe Akt festlicher Umzug, siehe Festzug oder Aufmarsch Teil der Antriebsvorrichtung beim Uhrwerk sichtbare. "
DAC,Maschinenraum
DAC,"Eine Maschine ist ein technisches Gebilde mit durch ein Antriebssystem bewegten Teilen. Raum steht für: Zimmer, ein zum Nutzen verwendeter, umschlossener Teil eines Gebäudes Universum, Weltraum, nicht fest eingegrenzte physikalische Ausdehnung Volumen, eine in Länge, Breite, Höhe. "
DAC,Hubraum
DAC,"Hub steht für: Hub , das Ausmaß einer linearen Bewegung Kolbenhub eines Zylinders Frequenzhub, bei der Frequenzmodulation die Änderung der Trägerfrequenz Tidenhub, Wasserstandsänderungen bei den. Raum steht für: Zimmer, ein zum Nutzen verwendeter, umschlossener Teil eines Gebäudes Universum, Weltraum, nicht fest eingegrenzte physikalische Ausdehnung Volumen, eine in Länge, Breite, Höhe. "
DAC,Aufzuggeräteraum
DAC,"Aufzug steht für: Fahrstuhl oder Lift, siehe Aufzugsanlage Abschnitt bei Bühnenwerken, siehe Akt festlicher Umzug, siehe Festzug oder Aufmarsch Teil der Antriebsvorrichtung beim Uhrwerk sichtbare. Raum steht für: Zimmer, ein zum Nutzen verwendeter, umschlossener Teil eines Gebäudes Universum, Weltraum, nicht fest eingegrenzte physikalische Ausdehnung Volumen, eine in Länge, Breite, Höhe. "
DAC,Druckzylinderraum
DAC,"Druck steht für: Druck , eine physikalische Größe eine geistige Belastung, siehe Stress eine Taste auf Computertastaturen, siehe Druck-Taste Druck , deutsche Jugend-Webseriein der Reproduktionstechnik:. Zylinder oder älter Cylinder steht für: Zylinder , ein geometrischer Körper – dazu das Adjektiv zylindrisch Zylinder , eine röhrenförmige Kammer, in der sich ein. Raum steht für: Zimmer, ein zum Nutzen verwendeter, umschlossener Teil eines Gebäudes Universum, Weltraum, nicht fest eingegrenzte physikalische Ausdehnung Volumen, eine in Länge, Breite, Höhe. "
DAC,Motorhalle
DAC,"Ein Motor ist eine Kraftmaschine, die mechanische Arbeit verrichtet, indem sie eine Energieform, z. Hall steht für: Hall , Familienname – dort auch zu Namensträgern Hall , Einschlagkrater auf dem Mond Hall , Krater auf dem Marsmond Phobos Nachhall. "
DAC,Motorraum
DAC,"Ein Motor ist eine Kraftmaschine, die mechanische Arbeit verrichtet, indem sie eine Energieform, z. Raum steht für: Zimmer, ein zum Nutzen verwendeter, umschlossener Teil eines Gebäudes Universum, Weltraum, nicht fest eingegrenzte physikalische Ausdehnung Volumen, eine in Länge, Breite, Höhe. "
DAC,Kühlraum
DAC,"Ein Kühlraum ist ein Raum, der elektrisch, gasbetrieben oder sogar auf natürliche Weise gekühlt wird. "
DAD,Installationsraum für verschiedene Arten von technischen Geräten
DAD,Gemeinsamer Installationsraum
DAD,Verstärkerraum
DAD,"Das Wort Verstärker steht für: ein Gerät zur Verstärkung und Weitergabe eines eingehenden elektrischen Signals, siehe Verstärker einen Reiz, der als Konsequenz eines bestimmten Verhaltens. Raum steht für: Zimmer, ein zum Nutzen verwendeter, umschlossener Teil eines Gebäudes Universum, Weltraum, nicht fest eingegrenzte physikalische Ausdehnung Volumen, eine in Länge, Breite, Höhe. "
DAD,Klimaraum
DAD,"Das Klima ist der mit meteorologischen Methoden ermittelte Durchschnitt der dynamischen Prozesse in der Erdatmosphäre: als Zusammenfassung der Wettererscheinungen kleinräumiger Örtlichkeiten oder bezogen auf kontinentale. Raum steht für: Zimmer, ein zum Nutzen verwendeter, umschlossener Teil eines Gebäudes Universum, Weltraum, nicht fest eingegrenzte physikalische Ausdehnung Volumen, eine in Länge, Breite, Höhe. "
DAD,Kompressorraum
DAD,". Raum steht für: Zimmer, ein zum Nutzen verwendeter, umschlossener Teil eines Gebäudes Universum, Weltraum, nicht fest eingegrenzte physikalische Ausdehnung Volumen, eine in Länge, Breite, Höhe. "
DAD,Fernwärmeanlage
DAD,"Als Fernwärme oder Fernheizung wird eine Wärmelieferung zur Versorgung von Gebäuden mit Raumwärme und Warmwasser bezeichnet. Anlage steht für: Anlage , in der Entwicklungsbiologie für das Ansetzen der Organbildung Disposition , in der Medizin und der Psychologie die Anfälligkeit für die. "
DAD,Filterraum
DAD,"Filter steht für: Geräte, Bauteile oder Baugruppen: Fluidtechnik: Filter , eine Vorrichtung zur Trennung von Medien, beispielsweise ein KaffeefilterElektrotechnik: Filter , eine elektrische Schaltung, die. Raum steht für: Zimmer, ein zum Nutzen verwendeter, umschlossener Teil eines Gebäudes Universum, Weltraum, nicht fest eingegrenzte physikalische Ausdehnung Volumen, eine in Länge, Breite, Höhe. "
DAD,Heizanlage
DAD,. 
DAD,Installationsraum
DAD,"Installation steht für: Installation , Kopieren und Einrichten eines Programms auf einen Computer Installation , ortsbezogenes dreidimensionales Kunstwerk Tätigkeitsbereich eines Installateurs Installation , Amtseinführung eines. Raum steht für: Zimmer, ein zum Nutzen verwendeter, umschlossener Teil eines Gebäudes Universum, Weltraum, nicht fest eingegrenzte physikalische Ausdehnung Volumen, eine in Länge, Breite, Höhe. "
DAD,Fahrwerksschacht
DAD,"Fahr steht für: Gefahr, veraltete Bezeichnung Maschinenfabrik Fahr, deutscher Hersteller von landwirtschaftlichen Maschinen BKK Fahr, deutsche BetriebskrankenkasseOrte: Fahr , Ortsteil des Stadtteils Feldkirchen der Stadt. Werk steht für: Werk , schöpferische Leistung im Sinne des Urhebergesetzes Kunstwerk, als Kurzform: Ergebnis künstlerischer Tätigkeit Tagewerk, als Kurzform: geleistete oder zu leistende Arbeit. Schacht steht für senkrechte Hohlräume: Schacht , senkrechter Grubenbau Schacht , Installationsschacht für Rohrsysteme und Leitungen in der Haus-, Gebäude- und Versorgungstechnik Schacht , Formation. "
DAD,Betriebsraum
DAD,"Raum steht für: Zimmer, ein zum Nutzen verwendeter, umschlossener Teil eines Gebäudes Universum, Weltraum, nicht fest eingegrenzte physikalische Ausdehnung Volumen, eine in Länge, Breite, Höhe. "
DAD,Anlagenraum
DAD,"Anlage steht für: Anlage , in der Entwicklungsbiologie für das Ansetzen der Organbildung Disposition , in der Medizin und der Psychologie die Anfälligkeit für die. Raum steht für: Zimmer, ein zum Nutzen verwendeter, umschlossener Teil eines Gebäudes Universum, Weltraum, nicht fest eingegrenzte physikalische Ausdehnung Volumen, eine in Länge, Breite, Höhe. "
DAD,Instandhaltungsraum
DAD,"Inst bezeichnet beim Militär kurz die Instandsetzungstruppen; siehe Logistiktruppe Inste, einen Typus von Gutstagelöhnern. . Haltung steht für: Haltung, Grundhaltung oder Denkweise einer Person, siehe Gesinnung Haltung oder englisch attitude, Einstellung zu einer Angelegenheit oder Person, siehe Einstellung Tierhaltung, als. Raum steht für: Zimmer, ein zum Nutzen verwendeter, umschlossener Teil eines Gebäudes Universum, Weltraum, nicht fest eingegrenzte physikalische Ausdehnung Volumen, eine in Länge, Breite, Höhe. "
DAD,technischerraum
DAD,Thermalenergieraum
DAD,"Raum steht für: Zimmer, ein zum Nutzen verwendeter, umschlossener Teil eines Gebäudes Universum, Weltraum, nicht fest eingegrenzte physikalische Ausdehnung Volumen, eine in Länge, Breite, Höhe. "
DAD,Belüftungsraum
DAD,"Mit Belüftung kann gemeint sein Lüftung, die Förderung des Luftaustausches Druckbelüftung im Brandfall um verrauchte Räumlichkeiten zu entqualmen dies wird im Bergbau Bewetterung genannt Lungenventilation,. Raum steht für: Zimmer, ein zum Nutzen verwendeter, umschlossener Teil eines Gebäudes Universum, Weltraum, nicht fest eingegrenzte physikalische Ausdehnung Volumen, eine in Länge, Breite, Höhe. "
DB,Raum für technische Systeme zur Unterstützung menschlicher Aktivitäten
DB,Ausrüstungsraum
DB,"Ausrüstung bzw. Raum steht für: Zimmer, ein zum Nutzen verwendeter, umschlossener Teil eines Gebäudes Universum, Weltraum, nicht fest eingegrenzte physikalische Ausdehnung Volumen, eine in Länge, Breite, Höhe. "
DBA,"Ausrüstungsraum zur Steuerung, Regulierung und Überwachung"
DBA,Steuerausrüstungsraum
DBA,"Als Steuer wird eine Geldleistung ohne Anspruch auf Gegenleistung bezeichnet, die ein öffentlich-rechtliches Gemeinwesen zur Erzielung von Einnahmen allen auferlegt, die einen steuerpflichtigen Tatbestand verwirklichen. Ausrüstung bzw. Raum steht für: Zimmer, ein zum Nutzen verwendeter, umschlossener Teil eines Gebäudes Universum, Weltraum, nicht fest eingegrenzte physikalische Ausdehnung Volumen, eine in Länge, Breite, Höhe. "
DBA,Kommandozentrum
DBA,"Kommando , teils als Vorgang Kommandieren, bezeichnet: standardisierte Weisungen des Vorgesetzten militärisch geführter Organisationen, siehe militärischer Befehl eine verfassungsrechtliche Zuständigkeit der Exekutive, siehe Befehls- und. Zentrum steht für: Zentrum ist eine Zusammenfassung einzelner Teileinheiten Einkaufszentrum, Konzentration von Einzelhandelsgeschäften und Dienstleistungsbetrieben Medizinisches Behandlungszentrum, siehe Berufsausübungsgemeinschaft Mittelpunkt einer geometrischen Figur Innenstadt, das. "
DBA,Steuerzentrum
DBA,"Als Steuer wird eine Geldleistung ohne Anspruch auf Gegenleistung bezeichnet, die ein öffentlich-rechtliches Gemeinwesen zur Erzielung von Einnahmen allen auferlegt, die einen steuerpflichtigen Tatbestand verwirklichen. Zentrum steht für: Zentrum ist eine Zusammenfassung einzelner Teileinheiten Einkaufszentrum, Konzentration von Einzelhandelsgeschäften und Dienstleistungsbetrieben Medizinisches Behandlungszentrum, siehe Berufsausübungsgemeinschaft Mittelpunkt einer geometrischen Figur Innenstadt, das. "
DBA,Schnittraum
DBA,Bearbeitungsraum
DBA,"Bearbeitung oder Bearbeiten steht für: Holzbearbeitung Steinbearbeitung, siehe Werksteinoberfläche Bearbeitung , Abwandlung eines künstlerischen Werkes Bearbeitung eines Musikstücks für andere Instrumente, siehe Transkription Sachbearbeitung, siehe. Raum steht für: Zimmer, ein zum Nutzen verwendeter, umschlossener Teil eines Gebäudes Universum, Weltraum, nicht fest eingegrenzte physikalische Ausdehnung Volumen, eine in Länge, Breite, Höhe. "
DBA,Lichtsteuerungsraum
DBA,". Raum steht für: Zimmer, ein zum Nutzen verwendeter, umschlossener Teil eines Gebäudes Universum, Weltraum, nicht fest eingegrenzte physikalische Ausdehnung Volumen, eine in Länge, Breite, Höhe. "
DBA,Mischraum
DBA,Operationszentrale
DBA,"Die Operationszentrale , oft auch Combat Information Center genannt, stellt die Kommandozentrale im Inneren von Kriegsschiffen dar. "
DBA,Produzentenraum
DBA,"Produzent steht für: einen Hersteller von Gütern, siehe Produktion Musikproduzent, ein Erzeuger oder Leiter von Musikproduktionen Filmproduzent, eine Person, die in einer Filmproduktionsgesellschaft die Geschäfte. Raum steht für: Zimmer, ein zum Nutzen verwendeter, umschlossener Teil eines Gebäudes Universum, Weltraum, nicht fest eingegrenzte physikalische Ausdehnung Volumen, eine in Länge, Breite, Höhe. "
DBA,Radarraum
DBA,"Radar ist die Abkürzung für radio detection and ranging oder radio direction and ranging , zwischenzeitlich radio aircraft detection and ranging und ist die Bezeichnung. Raum steht für: Zimmer, ein zum Nutzen verwendeter, umschlossener Teil eines Gebäudes Universum, Weltraum, nicht fest eingegrenzte physikalische Ausdehnung Volumen, eine in Länge, Breite, Höhe. "
DBB,Ausrüstungsraum zur Herstellung und Vorbereitung von Produkten
DBB,Produktionswerk
DBB,"Werk steht für: Werk , schöpferische Leistung im Sinne des Urhebergesetzes Kunstwerk, als Kurzform: Ergebnis künstlerischer Tätigkeit Tagewerk, als Kurzform: geleistete oder zu leistende Arbeit. "
DBB,Maschinenraum
DBB,"Eine Maschine ist ein technisches Gebilde mit durch ein Antriebssystem bewegten Teilen. Raum steht für: Zimmer, ein zum Nutzen verwendeter, umschlossener Teil eines Gebäudes Universum, Weltraum, nicht fest eingegrenzte physikalische Ausdehnung Volumen, eine in Länge, Breite, Höhe. "
DBB,Druckwerkstatt
DBB,"Druck steht für: Druck , eine physikalische Größe eine geistige Belastung, siehe Stress eine Taste auf Computertastaturen, siehe Druck-Taste Druck , deutsche Jugend-Webseriein der Reproduktionstechnik:. Eine Werkstatt oder Werkstätte ist eine Arbeitsstätte mit vorhandenen Werkzeugen oder Maschinen zur Fertigung oder Reparatur von Produktionsgütern. "
DBB,Schlachtraum
DBB,"Die Schlacht im militärischen Sinn ist Bestandteil der Operation und bezeichnet einen bewaffneten Zusammenstoß zwischen eigenen und gegnerischen militärischen Formationen der Bodentruppen, Fliegerkräfte und/oder Flotten. Raum steht für: Zimmer, ein zum Nutzen verwendeter, umschlossener Teil eines Gebäudes Universum, Weltraum, nicht fest eingegrenzte physikalische Ausdehnung Volumen, eine in Länge, Breite, Höhe. "
DBB,Sortieranlagenhalle
DBB,"Hall steht für: Hall , Familienname – dort auch zu Namensträgern Hall , Einschlagkrater auf dem Mond Hall , Krater auf dem Marsmond Phobos Nachhall. "
DBB,Turbinenhalle
DBB,Turbinenhalle bezeichnet: allgemein ein Maschinenhaus eine Oberhausener Diskothek; siehe Turbinenhalle Oberhausen ein Industriedenkmal in Berlin-Moabit; siehe AEG-Turbinenfabrik mit AEG-Turbinenhalle. 
DBC,Ausrüstungsraum für Dienstleistungsfunktionen
DBC,Dienstleistungsausrüstungsraum
DBC,"Dienstleistung ist ein immaterielles Gut, das entsteht, wenn ein Wirtschaftssubjekt für ein anderes eine entgeltliche Tätigkeit ausübt. Sau steht für: Sau, weibliches Hausschwein Sau, waidmännischer Ausdruck für Wildschwein Sau, deutsches Schimpfwort Sau, höchste Spielkarte im deutschen Blatt; siehe Daus Ofensau, Restschmelze im. Als Rüstung bezeichnet man eine historische Schutzbekleidung, die ihren Träger in erster Linie vor Waffeneinwirkung und gegen Verwundung schützen soll. Raum steht für: Zimmer, ein zum Nutzen verwendeter, umschlossener Teil eines Gebäudes Universum, Weltraum, nicht fest eingegrenzte physikalische Ausdehnung Volumen, eine in Länge, Breite, Höhe. "
DBC,Kopierzentrum
DBC,"Zentrum steht für: Zentrum ist eine Zusammenfassung einzelner Teileinheiten Einkaufszentrum, Konzentration von Einzelhandelsgeschäften und Dienstleistungsbetrieben Medizinisches Behandlungszentrum, siehe Berufsausübungsgemeinschaft Mittelpunkt einer geometrischen Figur Innenstadt, das. "
DBC,Kopierraum
DBC,"Raum steht für: Zimmer, ein zum Nutzen verwendeter, umschlossener Teil eines Gebäudes Universum, Weltraum, nicht fest eingegrenzte physikalische Ausdehnung Volumen, eine in Länge, Breite, Höhe. "
DBC,Faxraum
DBC,"Ein Fax , auch Fernkopie genannt, ist die Übertragung des Bildes eines Papierdokumentes auf ein Papier im Empfangsfaxgerät. Raum steht für: Zimmer, ein zum Nutzen verwendeter, umschlossener Teil eines Gebäudes Universum, Weltraum, nicht fest eingegrenzte physikalische Ausdehnung Volumen, eine in Länge, Breite, Höhe. "
DBC,Druckraum
DBC,"Druck steht für: Druck , eine physikalische Größe eine geistige Belastung, siehe Stress eine Taste auf Computertastaturen, siehe Druck-Taste Druck , deutsche Jugend-Webseriein der Reproduktionstechnik:. Raum steht für: Zimmer, ein zum Nutzen verwendeter, umschlossener Teil eines Gebäudes Universum, Weltraum, nicht fest eingegrenzte physikalische Ausdehnung Volumen, eine in Länge, Breite, Höhe. "
DBC,Projektorraum
DBC,"Ein Projektor ist ein optisches Gerät, mit dem eine zweidimensionale Vorlage durch geeignete Führung der Lichtstrahlen an anderer Stelle vergrößert als Bildprojektion , kurz Projektion,. Raum steht für: Zimmer, ein zum Nutzen verwendeter, umschlossener Teil eines Gebäudes Universum, Weltraum, nicht fest eingegrenzte physikalische Ausdehnung Volumen, eine in Länge, Breite, Höhe. "
DBD,Ausrüstungsraum für Analysen
DBD,Analysenausrüstungsraum
DBD,"Eine Analyse ist eine systematische Untersuchung, bei der das untersuchte Objekt in seine Bestandteile zerlegt wird. Ausrüstung bzw. Raum steht für: Zimmer, ein zum Nutzen verwendeter, umschlossener Teil eines Gebäudes Universum, Weltraum, nicht fest eingegrenzte physikalische Ausdehnung Volumen, eine in Länge, Breite, Höhe. "
DBD,Ctscannerraum
DBD,Labor
DBD,Das Labor oder Laboratorium bezeichnet einen Arbeitsplatz vor allem im Bereich der Naturwissenschaften. 
